Cod.registro;ID do cliente;Nome do cliente;Sexo;Estado civil;Renda mensal (R$);Tipo da transação;data
t342;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;04/10/2024
t343;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;29/08/2024
t344;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;saque;14/07/2024
t345;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;25/11/2024
t346;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;21/12/2024
t347;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;19/07/2024
t348;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;28/08/2024
t349;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;26/07/2024
t350;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;saque;07/07/2024
t351;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;06/08/2024
t352;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;07/10/2024
t353;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;09/07/2024
t354;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;21/08/2024
t355;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;23/10/2024
t356;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;04/08/2024
t357;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;29/11/2024
t358;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;31/10/2024
t359;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;saque;09/08/2024
t360;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;16/11/2024
t361;41;João Nascimento;Masculino;Viúvo(a);1235,29;saque;12/10/2024
t362;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;12/09/2024
t363;43;Maria Lima;Feminino;Casado(a);3563,85;pix;24/12/2024
t364;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;03/08/2024
t365;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;11/12/2024
t366;46;João Costa;Masculino;Viúvo(a);2885,35;saque;27/09/2024
t367;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;17/09/2024
t368;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;23/12/2024
t369;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;31/07/2024
t370;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;09/10/2024
t371;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;14/11/2024
t372;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;04/10/2024
t373;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;21/08/2024
t374;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;04/08/2024
t375;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;23/09/2024
t376;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;19/08/2024
t377;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;16/08/2024
t378;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/07/2024
t379;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;18/12/2024
t380;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;12/10/2024
t381;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;22/10/2024
t382;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;10/10/2024
t383;83;João Santos;Masculino;Viúvo(a);3293,73;saque;26/12/2024
t384;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;23/09/2024
t385;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;24/07/2024
t386;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;05/08/2024
t387;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;25/08/2024
t388;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;12/09/2024
t389;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;29/09/2024
t390;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;12/07/2024
t391;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;15/08/2024
t392;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;11/12/2024
t393;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;02/07/2024
t394;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;19/09/2024
t395;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;23/09/2024
t396;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;17/09/2024
t397;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;10/11/2024
t398;98;Carlos Lima;Masculino;Solteiro(a);2153,81;pix;16/12/2024
t399;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;16/09/2024
t400;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;08/12/2024
t401;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;pix;28/11/2024
t402;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;29/12/2024
t403;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/07/2024
t404;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;18/12/2024
t405;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;12/10/2024
t406;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;22/10/2024
t407;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;10/10/2024
t408;83;João Santos;Masculino;Viúvo(a);3293,73;saque;26/12/2024
t409;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;23/09/2024
t410;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;24/07/2024
t411;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;05/08/2024
t412;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;25/08/2024
t413;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;12/09/2024
t414;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;06/10/2024
t415;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;11/08/2024
t416;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;15/11/2024
t417;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;08/12/2024
t418;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;24/12/2024
t419;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;21/07/2024
t420;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;saque;05/12/2024
t421;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;07/09/2024
t422;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;saque;23/10/2024
t423;23;Camila Santos;Feminino;Divorciado(a);4135,44;pix;18/09/2024
t424;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;27/10/2024
t425;25;Camila Araújo;Feminino;Divorciado(a);1446,38;saque;29/10/2024
t426;26;Ana Pereira;Feminino;Solteiro(a);5898,85;pix;17/07/2024
t427;27;Ana Lima;Feminino;Casado(a);9045,74;saque;27/12/2024
t428;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;30/09/2024
t429;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/07/2024
t430;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;18/12/2024
t431;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;12/10/2024
t432;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;22/10/2024
t433;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;10/10/2024
t434;83;João Santos;Masculino;Viúvo(a);3293,73;saque;26/12/2024
t435;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;23/09/2024
t436;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;24/07/2024
t437;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;05/08/2024
t438;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;25/08/2024
t439;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;12/09/2024
t440;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;saque;06/12/2024
t441;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;26/07/2024
t442;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;31/10/2024
t443;43;Maria Lima;Feminino;Casado(a);3563,85;saque;30/10/2024
t444;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;07/08/2024
t445;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;28/12/2024
t446;46;João Costa;Masculino;Viúvo(a);2885,35;saque;26/09/2024
t447;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;08/12/2024
t448;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;14/07/2024
t449;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/07/2024
t450;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;18/12/2024
t451;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;12/10/2024
t452;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;22/10/2024
t453;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;10/10/2024
t454;83;João Santos;Masculino;Viúvo(a);3293,73;saque;26/12/2024
t455;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;23/09/2024
t456;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;24/07/2024
t457;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;05/08/2024
t458;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;25/08/2024
t459;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;12/09/2024
t460;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;27/08/2024
t461;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;20/12/2024
t462;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;21/11/2024
t463;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;01/10/2024
t464;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;saque;23/09/2024
t465;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;01/10/2024
t466;16;Carlos Santos;Masculino;Casado(a);1324,58;saque;17/07/2024
t467;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;26/07/2024
t468;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;27/10/2024
t469;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;saque;12/10/2024
t470;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;04/08/2024
t471;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;25/07/2024
t472;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;08/07/2024
t473;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;16/11/2024
t474;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;03/12/2024
t475;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;08/07/2024
t476;26;Ana Pereira;Feminino;Solteiro(a);5898,85;pix;27/07/2024
t477;27;Ana Lima;Feminino;Casado(a);9045,74;saque;13/09/2024
t478;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;22/10/2024
t479;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/07/2024
t480;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;18/12/2024
t481;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;12/10/2024
t482;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;22/10/2024
t483;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;10/10/2024
t484;83;João Santos;Masculino;Viúvo(a);3293,73;saque;26/12/2024
t485;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;23/09/2024
t486;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;24/07/2024
t487;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;05/08/2024
t488;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;25/08/2024
t489;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;12/09/2024
t490;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;01/12/2024
t491;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;21/08/2024
t492;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;10/12/2024
t493;43;Maria Lima;Feminino;Casado(a);3563,85;saque;25/07/2024
t494;44;Pedro Costa;Masculino;Casado(a);4806,37;saque;29/11/2024
t495;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;24/08/2024
t496;46;João Costa;Masculino;Viúvo(a);2885,35;saque;25/10/2024
t497;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;08/11/2024
t498;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;18/12/2024
t499;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;12/08/2024
t500;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;06/11/2024
t501;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;pix;15/12/2024
t502;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;14/11/2024
t503;3;Camila Souza;Feminino;Casado(a);3075,08;saque;07/12/2024
t504;4;Camila Costa;Feminino;Casado(a);4260,5;pix;24/08/2024
t505;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/07/2024
t506;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;18/12/2024
t507;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;12/10/2024
t508;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;22/10/2024
t509;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;10/10/2024
t510;83;João Santos;Masculino;Viúvo(a);3293,73;saque;26/12/2024
t511;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;23/09/2024
t512;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;24/07/2024
t513;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;05/08/2024
t514;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;25/08/2024
t515;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;12/09/2024
t516;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;21/09/2024
t517;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;12/10/2024
t518;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;21/07/2024
t519;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;01/09/2024
t520;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;saque;23/10/2024
t521;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;08/08/2024
t522;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;saque;26/10/2024
t523;23;Camila Santos;Feminino;Divorciado(a);4135,44;pix;17/10/2024
t524;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;09/10/2024
t525;25;Camila Araújo;Feminino;Divorciado(a);1446,38;saque;24/07/2024
t526;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;24/07/2024
t527;27;Ana Lima;Feminino;Casado(a);9045,74;pix;17/07/2024
t528;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;20/08/2024
t529;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;pix;09/07/2024
t530;30;João Lima;Masculino;Solteiro(a);9251,39;saque;02/12/2024
t531;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;16/11/2024
t532;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;saque;26/08/2024
t533;33;João Silva;Masculino;Divorciado(a);4977,08;saque;30/09/2024
t534;34;João Oliveira;Masculino;Solteiro(a);5256,48;saque;04/11/2024
t535;35;João Almeida;Masculino;Solteiro(a);8222,99;saque;21/09/2024
t536;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;19/09/2024
t537;37;Paulo Nascimento;Masculino;Casado(a);1335,42;pix;12/08/2024
t538;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;30/07/2024
t539;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;saque;28/07/2024
t540;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;30/07/2024
t541;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;29/08/2024
t542;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;19/10/2024
t543;43;Maria Lima;Feminino;Casado(a);3563,85;saque;10/12/2024
t544;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;08/11/2024
t545;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;20/11/2024
t546;46;João Costa;Masculino;Viúvo(a);2885,35;saque;15/09/2024
t547;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;08/07/2024
t548;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;pix;06/12/2024
t549;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;21/11/2024
t550;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;04/11/2024
t551;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;07/12/2024
t552;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;06/12/2024
t553;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;30/10/2024
t554;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;14/10/2024
t555;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;23/07/2024
t556;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;26/09/2024
t557;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;04/08/2024
t558;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;12/08/2024
t559;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;27/08/2024
t560;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;06/07/2024
t561;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;30/07/2024
t562;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;09/10/2024
t563;63;João Souza;Masculino;Casado(a);8710,4;saque;07/10/2024
t564;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;02/07/2024
t565;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;03/12/2024
t566;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;28/12/2024
t567;67;Maria Santos;Feminino;Casado(a);7073,73;pix;23/11/2024
t568;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;07/09/2024
t569;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;saque;16/09/2024
t570;70;Camila Silva;Feminino;Casado(a);9404,2;saque;27/10/2024
t571;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;20/07/2024
t572;72;Pedro Souza;Masculino;Solteiro(a);9206,39;saque;22/08/2024
t573;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;17/09/2024
t574;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;06/07/2024
t575;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;07/09/2024
t576;76;Carlos Almeida;Masculino;Casado(a);3768,54;pix;11/10/2024
t577;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;13/12/2024
t578;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;28/11/2024
t579;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;13/12/2024
t580;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;11/08/2024
t581;81;Paulo Lima;Masculino;Viúvo(a);1367,75;saque;04/09/2024
t582;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;23/12/2024
t583;83;João Santos;Masculino;Viúvo(a);3293,73;pix;03/12/2024
t584;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;pix;28/09/2024
t585;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;11/07/2024
t586;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;27/08/2024
t587;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;25/12/2024
t588;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;15/10/2024
t589;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;24/08/2024
t590;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;saque;02/07/2024
t591;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;01/10/2024
t592;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;23/10/2024
t593;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;12/11/2024
t594;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;saque;17/10/2024
t595;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;11/10/2024
t596;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;30/07/2024
t597;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;11/09/2024
t598;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;21/12/2024
t599;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;23/10/2024
t600;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;29/11/2024
t601;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;14/12/2024
t602;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;27/10/2024
t603;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;09/08/2024
t604;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;14/11/2024
t605;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;14/08/2024
t606;56;Ana Souza;Feminino;Divorciado(a);7224,18;pix;11/12/2024
t607;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;12/08/2024
t608;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;28/10/2024
t609;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;21/10/2024
t610;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;20/09/2024
t611;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;15/08/2024
t612;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;02/07/2024
t613;63;João Souza;Masculino;Casado(a);8710,4;pix;03/08/2024
t614;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;04/07/2024
t615;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;26/11/2024
t616;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;15/12/2024
t617;67;Maria Santos;Feminino;Casado(a);7073,73;pix;06/11/2024
t618;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;19/08/2024
t619;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;27/08/2024
t620;70;Camila Silva;Feminino;Casado(a);9404,2;saque;04/10/2024
t621;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;15/12/2024
t622;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;01/11/2024
t623;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;23/09/2024
t624;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;17/11/2024
t625;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;saque;14/09/2024
t626;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;22/11/2024
t627;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;22/12/2024
t628;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;saque;19/12/2024
t629;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;07/09/2024
t630;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;14/10/2024
t631;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;02/08/2024
t632;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;03/12/2024
t633;83;João Santos;Masculino;Viúvo(a);3293,73;saque;16/08/2024
t634;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;pix;15/08/2024
t635;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;24/07/2024
t636;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;01/12/2024
t637;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;26/09/2024
t638;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;21/08/2024
t639;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;09/10/2024
t640;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;saque;01/10/2024
t641;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;13/11/2024
t642;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;23/09/2024
t643;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;24/11/2024
t644;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;27/10/2024
t645;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;07/07/2024
t646;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;24/10/2024
t647;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;10/11/2024
t648;98;Carlos Lima;Masculino;Solteiro(a);2153,81;pix;02/08/2024
t649;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;04/11/2024
t650;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;19/07/2024
t651;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;25/11/2024
t652;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;09/09/2024
t653;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;19/10/2024
t654;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;17/07/2024
t655;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;04/11/2024
t656;56;Ana Souza;Feminino;Divorciado(a);7224,18;pix;16/11/2024
t657;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;03/12/2024
t658;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;31/08/2024
t659;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;17/09/2024
t660;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;09/11/2024
t661;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;20/10/2024
t662;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;13/11/2024
